barcode,dateaccessioned,booksellerid,homebranch,price,replacementprice,itemcallnumber,holdingbranch,title,author,isbn
5872,2018-08-07,,FING,,,90,FING,Me alquilo para soñar.,"García Márquez, Gabriel",9789870700678 | 9789870700432
5873,2018-08-07,,FING,,,83,FING,Así lo veo yo.,"Einstein, Albert",9789875505872
5875,2018-08-07,,FING,,,91,FING,Hamlet.,"Shakespeare, William",9789871269082
5876,2018-08-07,,FING,,,86,FING,El hablador.,"Vargas Llosa, Mario",9789870411833
5877,2018-08-07,,FING,,,83,FING,Trilogía de la fundación.,"Asimov, Isaac",9789875666733
5903,2018-08-07,,FING,,,91,FING,La obra maestra desconocida.,"Balzac, Honoré de",9789872641801
5904,2018-08-07,,FING,,,91,FING,Babilonia.,"Discépolo, Armando",9789872641825
5905,2018-08-07,,FING,,,91,FING,Hamlet :,"Shakespeare, William",9789872641849
5906,2018-08-07,,FING,,,93,FING,Trafalgar.,"Pérez Galdós, Benito",9789500307352
5907,2018-08-07,,FING,,,84,FING,El color que cayó del cielo.,"Lovecraft, Howard Phillips",9505342071
5908,2018-08-07,,FING,,,AI3,FING,Más que humano.,"Sturgeon, Theodore",9789505471478
5909,2018-08-07,,FING,,,82,FING,El candor del Padre Brown.,"Chesterton, G.K.",9789504002611
5910,2018-08-07,,FING,,,91,FING,Fausto.,"Goethe, Johann Wolfgang von",9788437606774
5911,2018-08-07,,FING,,,83,FING,"Los mitos griegos, 1.","Graves, Robert",9789504002086
5912,2018-08-07,,FING,,,86,FING,Trafalgar.,"Gorodischer, Angélica",9789500433075
5913,2018-08-07,,FING,,,86,FING,Demian :,"Hesse, Hermann",9789504002024
5914,2018-08-07,,FING,,,84,FING,Cuentos fatales.,"Lugones, Leopoldo",9789870602194
5915,2018-08-07,,FING,,,84,FING,Las fuerzas extrañas.,"Lugones, Leopoldo",
5916,2018-08-07,,FING,,,83,FING,La vida blanca.,"Mallea, Eduardo",9789500517010
5917,2018-08-07,,FING,,,84,FING,La vendetta y otros cuentos de horror.,"Maupassant, Guy de",9789504002031
5918,2018-08-07,,FING,,,86,FING,El juguete rabioso.,"Arlt, Roberto",9789500306058
5919,2018-08-07,,FING,,,91,FING,El burlador de Sevilla y convidado de piedra.,"Molina, Tirso de",8449415470
5920,2018-08-07,,FING,,,83,FING,Naufragios.,"Núñez Cabeza de Vaca, Alvar",9789504002628
5921,2018-08-07,,FING,,,86,FING,Lazarillo de Tormes.,"Marañon, Gregorio",9789508522511
5922,2018-08-07,,FING,,,92,FING,El señor presidente.,"Asturias, Miguel Ángel",9789500305785
5956,2018-08-07,,FING,,,92,FING,Tragedia en tres actos.,"Christie, Agatha",9789504931355
5986,2018-08-07,,FING,,,82,FING,Existir y trascender :,"Delicia, Pablo Javier",
6112,2018-08-07,,FING,,,86,FING,La noche del polizón.,"Ferrari, Andrea",9789875453104
6267,2018-08-07,,FING,,,91,FING,"Reinaldo Rosillo, poeta de los niños y del delta [conferencia].","Ortiz, Juan L.",9789506983390
6268,2018-08-07,,FING,,,91,FING,Islote municipal [antología].,"Villanueva, Amaro",
6286,2018-08-07,,FING,,,84,FING,El escarabajo de oro :,"Poe, Edgar Allan",9872140286
6288,2018-08-07,,FING,,,86,FING,El sabueso de los Baskerville.,"Doyle, Arthur Conan",
6289,2018-08-07,,FING,,,86,FING,Estudio en escarlata.,"Doyle, Arthur Conan",
6299,2018-08-07,,FING,,,91,FING,Nuevamente el camino :,"Gudiño Kramer, Luis",9789506983369
6300,2018-08-07,,FING,,,91,FING,"Paraná, rosa de otoño :","Villanueva, Amaro",9789506983185
6301,2018-08-07,,FING,,,91,FING,Poemas a las cosas de la calle sucia :,"Jozami, Nicolás J.",9789506983192
L616,2018-08-07,,FING,,,91,FING,Poética contemporánea.,,9789506982171
L614,2018-08-07,,FING,,,91,FING,Enaguas [manchada].,"Lesa, Oscar Valentín",9506981000
L615,2018-08-07,,FING,,,91,FING,Enaguas [manchada].,"Lesa, Oscar Valentín",9506981000
6407,2018-08-07,,FING,,,86,FING,La vuelta al mundo en 80 días.,"Verne, Julio",
6408,2018-08-07,,FING,,,92,FING,La gesta del marrano.,"Aguinis, Marcos",9789504916468
6413,2018-08-07,,FING,,,86,FING,La ciudad libre.,"Teira, Félix",847669377X
6414,2018-08-07,,FING,,,92,FING,Recuerdos de un médico rural.,"Favaloro, René G.",9789875663886
6415,2018-08-07,,FING,,,93,FING,Opus nigrum.,"Yourcenar, Marguerite",9505118678
6416,2018-08-07,,FING,,,91,FING,Historia de cronopios y de famas.,"Cortázar, Julio",9789875780811
6489,2018-08-07,,FING,,,91,FING,Tiempos signos lugares.,"Prieto, Adolfo",9789506983581
6492,2018-08-07,,FING,,,91,FING,El junco y la corriente.,"Ortiz, Juan L.",9789506983062
6493,2018-08-07,,FING,,,91,FING,Poesía completa.,"Manauta, Juan José",9789506983482
6494,2018-08-07,,FING,,,84,FING,Cuentos completos.,"Manauta, Juan José",9789506983284
6546,2018-08-07,,FING,,,84,FING,El elefante desaparece.,"Murakami, Haruki",9789876703215
6581,2018-08-07,,FING,,,84,FING,Chicas muertas.,"Lee, Nancy",9788477652540
6630,2018-08-07,,FING,,,91,FING,Gilgamesh :,"Silva Castillo, Jorge",9788472456273
6631,2018-08-07,,FING,,,86,FING,Tatuajes.,"Siemens, Sandra",9789875456136
6632,2018-08-07,,FING,,,83,FING,Derrotero y viaje a España y Las Indias 1534-1554.,"Schmidl, Ulrico [Utz]",9789506983895
6635,2018-08-07,,FING,,,86,FING,El andamio.,"Barrandéguy, Emma",9789506983857
6636,2018-08-07,,FING,,,84,FING,Del pasado entrerriano :,"Segovia, Francisco D.",9789506983864
6637,2018-08-07,,FING,,,86,FING,Mi hogar de niebla.,"Fabani, Ana Teresa",9789506983871
6643,2018-08-07,,FING,,,92,FING,La canción de Salomón.,"Morrison, Toni",8497932625
6644,2018-08-07,,FING,,,91,FING,La muerte de un viajante.,"Miller, Arthur",844940827X
6701,2018-08-07,,FING,,,92,FING,El juego de abalorios.,"Hesse, Herman",9500702762
6713,2018-08-07,,FING,,,86,FING,Un mundo feliz.,"Huxley, Aldous",9789871138517
6722,2018-08-07,,FING,,,82,FING,Cien años de comunidad :,"Brizuela, Iván",9789872683702
6723,2018-08-07,,FING,,,84,FING,Diego a la diez y diez y otros diez cuentos.,"Piñero, Elio Bernabé",9789871211487
6724,2018-08-07,,FING,,,82,FING,Cuentistas rosarinos.,"Colombo Díaz, María Inés",
6725,2018-08-07,,FING,,,91,FING,[Antología].,"Pedoggi, Horacio",9789871211418
6726,2018-08-07,,FING,,,91,FING,[Antología].,,9789871211425
6733,2018-08-07,,FING,,,93,FING,Ensayo sobre la lucidez.,"Saramago, José",9505119410
6734,2018-08-07,,FING,,,86,FING,Caín.,"Saramago, José",9789870415695
6735,2018-08-07,,FING,,,83,FING,De profundis.,"Wilde, Oscar",9789875710184
6736,2018-08-07,,FING,,,91,FING,Aventuras de Sherlock Holmes.,"Doyle, Arthur Conan",9789875710382
6737,2018-08-07,,FING,,,86,FING,Relato de un naúfrago.,"García Márquez, Gabriel",9789871138036
6738,2018-08-07,,FING,,,86,FING,Crónica de una muerte anunciada.,"García Márquez, Gabriel",9789871138012
6750,2018-08-07,,FING,,,86,FING,El hombre que fue jueves.,"Chesterton, Gilbert Keith",9789875710382
6751,2018-08-07,,FING,,,93,FING,Testigo silencioso.,"Patterson, Richard North",9500418126
6752,2018-08-07,,FING,,,86,FING,El anatomista.,"Andahazi, Federico",9789875801561
6753,2018-08-07,,FING,,,86,FING,La pianista.,"Jelinek, Elfriede",9879397355
6754,2018-08-07,,FING,,,93,FING,El último Don.,"Puzo, Mario",9567510121
6755,2018-08-07,,FING,,,86,FING,Sandra.,"Magnus, Ariel",9500427443
6756,2018-08-07,,FING,,,93,FING,El pozo de la muerte.,"Preston, Douglas",
6757,2018-08-07,,FING,,,93,FING,Ivanhoe.,"Scott, Walter",8402054838
6758,2018-08-07,,FING,,,92,FING,El silencio de los corderos.,"Harris, Thomas",8447301389
6782,2018-08-07,,FING,,,86,FING,Rebelión en la granja.,"Orwell, George",9789875669062
6783,2018-08-07,,FING,,,86,FING,La chica del tren.,"Hawkins, Paula",9789504946403
6819,2018-08-07,,FING,,,92,FING,Crímenes en la Facultad de Ingeniería.,"Dargood, Norman",9506731500
6822,2018-08-07,,FING,,,86,FING,Del amor y otros demonios.,"García Márquez, Gabriel",9871138040
6823,2018-08-07,,FING,,,91,FING,El libro del fantasma.,"Dolina, Alejandro",9789875804661
6824,2018-08-07,,FING,,,91,FING,Bar del infierno.,"Dolina, Alejandro",9504913504
6827,2018-08-07,,FING,,,86,FING,El doble.,"Dostoievski, Fedor",9789875034730
6828,2018-08-07,,FING,,,91,FING,Romances del Río Seco.,"Lugones, Leopoldo",9879743512
6829,2018-08-07,,FING,,,86,FING,Sumisión.,"Houllebecq, Michel",9788433979230
6852,2018-08-07,,FING,,,91,FING,El rey Lear.,"Shakespeare, William",9871165315
6853,2018-08-07,,FING,,,86,FING,Divertimento.,"Cortázar, Julio",9789870430629
6857,2018-08-07,,FING,,,86,FING,El psicoanalista.,"Katzenbach, John",9788498721805
6860,2018-08-07,,FING,,,84,FING,<veinticinco>25 cuentos argentino magistrales.,"Mastrángelo, Carlos",
6861,2018-08-07,,FING,,,84,FING,Anaconda.,"Quiroga, Horacio",
6862,2018-08-07,,FING,,,91,FING,Apuntes para el fin de siglo.,"Galeano, Eduardo",9508600551
6863,2018-08-07,,FING,,,91,FING,Proverbios y cantares.,"Machado, Antonio",9506390312
8826,2019-06-14,,FING,,,H24,FING,Revista Mexicana de Ingeniería Biomédica,,
3762,2018-08-07,,FING,,,5,FING,Resumen de actividades 1999-2000.,,
4143,2018-08-07,,FING,,,5,FING,Resumen de actividades 2001.,,
4144,2018-08-07,,FING,,,5,FING,Reporte Shell 2001 :,,
1827,2018-08-07,,FING,,,47,FING,IEEE Guide for medical ultrasound field parameter measurements.,,1559370343.0
3025,2018-08-07,,FING,,,47,FING,IEEE Guide for medical ultrasound field parameter measurements.,,1559370343.0
3024,2018-08-07,,FING,,,31,FING,IEEE Standard digital interface for programmable instrumentation.,,
3338,2018-08-07,,FING,,,25,FING,IEEE standard for logic circuit diagrams.,,
3282,2018-08-07,,FING,,,52,FING,Normas IRAM-IACC-ISO sobre gestión de la calidad 1994 :,,
2929,2018-08-07,,FING,,,52,FING,Normas IRAM-IACC/ISO sobre gestión de la calidad 1994 :,,
2256,2018-08-07,,FING,,,41,FING,Proceedings.,"Pedersen, Peder C.",0879425598
3508,2018-08-07,,FING,,,16,FING,Seminario de métodos estadísticos multivariados.,,
3301,2018-08-07,,FING,,,55,FING,Curso de electromedicina.,,
5982,2018-08-07,,FING,,,55,FING,Curso de electromedicina.,,
2885,2018-08-07,,FING,,,55,FING,Introducción a la electromedicina.,,
3303,2018-08-07,,FING,,,47,FING,Curso de diagnóstico por imágenes.,,
1774,2018-08-07,,FING,,,43,FING,Medical lasers and systems :,"Harris, David M.",0819407968
1114,2018-08-07,,FING,,,38,FING,Simposio sobre calidad del aire en lugares cerrados.,,
2788,2018-08-07,,FING,,,55,FING,Jornadas Nacionales de Ingeniería Hospitalaria.,,
1778,2018-08-07,,FING,,,47,FING,Image processing :,"Loew, Murray H.",0819408042
1779,2018-08-07,,FING,,,47,FING,"Image capture, formatting and display :","Kim, Yongmin",0819408050
1780,2018-08-07,,FING,,,47,FING,PACS design and evaluation :,"Jost, R. Gilbert",0819408069
2980,2018-08-07,,FING,,,38,FING,Programa.,,
2971,2018-08-07,,FING,,,38,FING,La seguridad en el hospital :,,8435205002
3660,2018-08-07,,FING,,,7,FING,Simposio Internacional sobre Prevención del Sida.,,
2993,2018-08-07,,FING,,,45,FING,The interrelationship of the immune response and cancer :,,0839105576
3697,2018-08-07,,FING,,,41,FING,Anales.,,
3698,2018-08-07,,FING,,,41,FING,Anales.,,
3699,2018-08-07,,FING,,,41,FING,Anales.,,
3702,2018-08-07,,FING,,,13,FING,"Así, la Física se ve mejor.","Corujo, Jacinto",9506980780
3703,2018-08-07,,FING,,,13,FING,"Así, la Física se ve mejor.","Corujo, Jacinto",9506980780
3737,2018-08-07,,FING,,,99,FING,Nuevos paradigmas en la cardiopatía coronaria :,,
3562,2018-08-07,,FING,,,99,FING,Seminario sobre educación y lenguaje en áreas de fronteras.,"Behares, Luis Ernesto",9974000912
3816,2018-08-07,,FING,,,63,FING,Seminario internacional Por una Cultura de Paz : la educación y los valores de la democracia.,,
428,2018-08-07,,FING,,,41,FING,Engeharia biomédica :,"Lima, Walter Celso de",
2077,2018-08-07,,FING,,,41,FING,Engeharia biomédica :,"Lima, Walter Celso de",
2789,2018-08-07,,FING,,,55,FING,Información general.,,
2087,2018-08-07,,FING,,,41,FING,Engenharia biomédica :,"Calil, Saíde Jorge",
3765,2018-08-07,,FING,,,43,FING,Program.,,
2309,2018-08-07,,FING,,,41,FING,Abstracts /,,
2308,2018-08-07,,FING,,,41,FING,Abstracts /,,
4111,2018-08-07,,FING,,,59,FING,Ponencias de los becarios de perfeccionamiento.,,
4112,2018-08-07,,FING,,,59,FING,Resúmenes de los trabajos presentados.,,
4140,2018-08-07,,FING,,,41,FING,Resúmenes de ponencias.,,
4141,2018-08-07,,FING,,,41,FING,Resúmenes de ponencias.,,
4142,2018-08-07,,FING,,,41,FING,Resúmenes de ponencias.,,
L465,2018-08-07,,FING,,,41,FING,Resúmenes de ponencias.,,
2078,2018-08-07,,FING,,,41,FING,Cursos.,,
3000,2018-08-07,,FING,,,41,FING,Programas y resúmenes.,,
2249,2018-08-07,,FING,,,41,FING,Resúmenes /,,
2085,2018-08-07,,FING,,,41,FING,Resúmenes /,,
481,2018-08-07,,FING,,,41,FING,Programas y resúmenes.,,
3001,2018-08-07,,FING,,,41,FING,Programas y resúmenes.,,
2088,2018-08-07,,FING,,,41,FING,Comunicaçoes científicas /,,
2248,2018-08-07,,FING,,,41,FING,Comunicaçoes científicas /,,
2086,2018-08-07,,FING,,,41,FING,Reunión científica.,,
3002,2018-08-07,,FING,,,41,FING,Reunión científica.,,
4363,2018-08-07,,FING,,,41,FING,Reunión científica.,,
4383,2018-08-07,,FING,,,59,FING,Ponencias.,,
3587,2018-08-07,,FING,,,7,FING,Material didáctico.,,
L466,2018-08-07,,FING,,,41,FING,Resúmenes de ponencias.,,
L467,2018-08-07,,FING,,,41,FING,Cuaderno de resúmenes.,,9506981191
4617,2018-08-07,,FING,,,56,FING,Congress proceedings.,,
4618,2018-08-07,,FING,,,56,FING,Congress proceedings.,,
4619,2018-08-07,,FING,,,56,FING,Congress proceedings.,,
3586,2018-08-07,,FING,,,7,FING,Material didáctico.,,9800735615
4632,2018-08-07,,FING,,,83,FING,Ensayos.,,9506981469
5073,2018-08-07,,FING,,,83,FING,Encuentro Provincial de Escritores Entrerrianos.,,9789506982188
5282,2018-08-07,,FING,,,49,FING,Plan Fénix. Propuestas para el desarrollo con equidad.,,9789506982140
5302,2018-08-07,,FING,,,59,FING,[Resúmenes].,,9789506982348
5303,2018-08-07,,FING,,,AI2,FING,[Ponencias].,,9789879350836
5304,2018-08-07,,FING,,,AI2,FING,[Ponencias].,,9789879350836
5725,2018-08-07,,FING,,,99,FING,Educação para uma vida sustentável.Educação como direito humano :,"Favarão, Maria José",9788561910747
5773,2018-08-07,,FING,,,49,FING,Plan Fénix. Poder y territorio :,,9789876576369
5878,2018-08-07,,FING,,,49,FING,Resúmenes.,,9789871450954
3296,2018-08-07,,FING,,,56,FING,Memorias.,,
5985,2018-08-07,,FING,,,56,FING,Memorias.,,
6135,2018-08-07,,FING,,,43,FING,Microwave :,"Clark, David E.",1574980254
6136,2018-08-07,,FING,,,43,FING,Microwave :,"Clark, David E.",157498103X
6137,2018-08-07,,FING,,,43,FING,Microwaves :,"Clark, David E.",0944904432
6138,2018-08-07,,FING,,,43,FING,Microwaves :,"Clark, David E.",0944904661
6139,2018-08-07,,FING,,,43,FING,Microwaves :,"Clark, David E.",1574980025
2920,2018-08-07,,FING,,,59,FING,Anales.,,
3658,2018-08-07,,FING,,,59,FING,Resumo.,,
2389,2018-08-07,,FING,,,56,FING,Actas.,,
2918,2018-08-07,,FING,,,56,FING,Actas.,,
2448,2018-08-07,,FING,,,56,FING,Trabajos publicados.,,
6324,2018-08-07,,FING,,,30,FING,Programa y libro de resúmenes.,"Torres, M. E.",9789506982799
2498,2018-08-07,,FING,,,41,FING,Proceedings.,"Lorenten, Oivind",9090051678
2261,2018-08-07,,FING,,,41,FING,Proceedings.,"Pedersen, Peder C.",0879425598
2257,2018-08-07,,FING,,,41,FING,Proceedings.,"Pedersen, Peder C.",0879425598
2254,2018-08-07,,FING,,,41,FING,Proceedings.,"Pedersen, Peder C.",0879425598
2259,2018-08-07,,FING,,,41,FING,Proceedings.,"Pedersen, Peder C.",0879425598
2260,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2266,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2272,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2268,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2271,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2333,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2255,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2258,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2273,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2262,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2264,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2270,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2263,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2265,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
2269,2018-08-07,,FING,,,41,FING,Proceedings.,"Nagel, Joachim",0780302168
F46,2018-08-07,,FING,,,S1,FING,[Exposiciones].,,
3732,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 1999.,,9506980918.0
3810,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2000.,,9506980950.0
3967,2018-08-07,,FING,,,59,FING,Anuario de las actividades científicas y técnicas (1999/2000).,,9506980985.0
4420,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2002 /,,
4565,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2003 /,,
4650,2018-08-07,,FING,,,38,FING,[Anuario 2005].,,
4807,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2004 /,,
4893,2018-08-07,,FING,,,38,FING,[Anuario AADAIH'06].,,
4894,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2005.,"Larrazábal, Hugo Rómulo",
4895,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2005.,"Larrazábal, Hugo Rómulo",
5258,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2007.,"Arbelo, Juan Manuel",
6065,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2012.,"Arbelo, Juan Manuel",
6202,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2013.,"Arbelo, Juan Manuel",
4047,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2001.,"Larrazábal, Hugo Rómulo",
4048,2018-08-07,,FING,,,63,FING,Anuario del presupuesto 2001.,"Larrazábal, Hugo Rómulo",
